nm_Kit_ID,mb_replicate,nm_Sampling_Date,fht_eDNA_survey_date,datecomp,fht_Site_comb,nm_Pond_Name,namedist,fht_Site_number,fht_Site_Name,Company,Sampler_Name,Sampling_DateTime,Arrival_Date,num_tubes,Damaged_tubes,Liquid_in_bag,Tubes_labelled,Tubes_filled,Additional_notes,Lab_work_Started,IPC_Positive_out_of_12,GCN_Positive_out_of_12,Status,Site_number_CHECK,GCN_Positive_Square,GCN_Negative_Square,Surveyor,1_km_square,Grid_reference,Easting,Northing,eDNA_score,GCN_test_result,Positive_no_kit,Kit_negative,Newt_Positive_sites,Newt_Negative_sites,HSI1_Pond_location,HSI2_Pond_area,HSI3_Pond_drying,HSI4_Water_quality,HSI5_Shade,HSI6_Waterfowl,HSI7_Fish,HSI8_Pond_count,HSI9_Terrestrial_habitat,HSI10_Macrophytes,DIMITRIOS_HSI,NO_HSI_REASON,SITE_FROM_DIMITRIOS,Inflow_present,Outflow_present,Nitrate,Phosphate,Clean,N,P,Acti_Angu_Angu_Anguangu,Acti_Cypr_Cobi_Cobitean,Acti_Cypr_Cypr_Abrabram,Acti_Cypr_Cypr_Albuunk,Acti_Cypr_Cypr_Blicunk,Acti_Cypr_Cypr_Caracara,Acti_Cypr_Cypr_Cyprcarp,Acti_Cypr_Cypr_Gobigobi,Acti_Cypr_Cypr_Leucidus,Acti_Cypr_Cypr_Phoxphox,Acti_Cypr_Cypr_Pimeprom,Acti_Cypr_Cypr_Rutiruti,Acti_Cypr_Cypr_Tinctinc,Acti_Cypr_Nema_Barbbarb,Acti_Esoc_Esoc_Esoxluci,Acti_Gast_Gast_Gastacul,Acti_Perc_Perc_Percluci,Amph_Anur_Bufo_Bufobufo,Amph_Anur_Rani_Ranatemp,Amph_Caud_Sala_Lisshelv,Amph_Caud_Sala_Lissvulg,Amph_Caud_Sala_Tritcris,Aves_Acci_Acci_Butebute,Aves_Anse_Anat_Aixgale,Aves_Anse_Anat_Anastado,Aves_Anse_Anat_Anatsp,Aves_Char_Lari_Larusp,Aves_Colu_Colu_Colulivi,Aves_Colu_Colu_Colusp,Aves_Gall_Phas_Phascolc,Aves_Grui_Rall_Fuliatra,Aves_Grui_Rall_Gallchlo,Aves_Pass_Acro_Acroscir,Aves_Pass_Corv_Garrglan,Aves_Pass_Corv_Picapica,Aves_Pass_Musc_Eritrube,Aves_Pass_Musc_Turdsp,Aves_Pass_Panu_Panubiar,Aves_Pass_Pari_Parumajo,Aves_Pass_Pass_Pass1,Aves_Pass_Pass_Pass2,Aves_Pass_Prun_Prunmodu,Aves_Pass_Stur_Sturvulg,Aves_Pass_Sylv_Sylvatri,Aves_Pass_Trog_Trogtrog,Aves_Pele_Arde_Ardecine,Aves_Pici_Pici_Dendmajo,Aves_Pici_Pici_Picuviri,Aves_Stri_Stri_Strisp,Mamm_Arti_Cerv_Caprcapr,Mamm_Arti_Cerv_Cervelap,Mamm_Arti_Cerv_Damadama,Mamm_Arti_Cerv_Hydriner,Mamm_Arti_Cerv_Muntreev,Mamm_Carn_Cani_Vulpvulp,Mamm_Carn_Must_Lutrlutr,Mamm_Carn_Must_Melemele,Mamm_Chir_Vesp_Myotnatt,Mamm_Chir_Vesp_Pipiaust,Mamm_Euli_Sori_Sorearan,Mamm_Euli_Talp_Talpeuro,Mamm_Rode_Cric_Arviterr,Mamm_Rode_Cric_Micragre,Mamm_Rode_Cric_Myodglar,Mamm_Rode_Muri_Apodsylv,Mamm_Rode_Muri_Rattnorv,Mamm_Rode_Sciu_Sciucaro
FHT470,1,2017/06/22 00:00:00,2017/06/22 00:00:00,MATCH,88 SPRING HILL.1,88 Spring Hill.1,0,88,SPRING HILL.1,Freshwater Habitats Trust,AH,2017/06/22 09:00:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/30 00:00:00,12,0,Negative,88,NA,1,Adrianna,SP6821,SP6817521589,468175,221589,0,Negative,FALSE,TRUE,NA,Negative,1,400,3,3,100,3,3,3,4,0,0.6116274606388736,NA,88,N,N,<0.2,0.5-1,1,0.1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT573,1,2017/05/24 00:00:00,2017/05/24 00:00:00,MATCH,523 The Moat House Pond,523 The Moat House Pond,0,523,The Moat House Pond,Freshwater Habitats Trust,HJ,2017/05/24 11:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,8,Positive,523,NA,1,Hanna,SP9959,SP99895950,499890,259500,8,Positive,FALSE,FALSE,NA,Positive,1,500,4,4,5,2,4,8,4,90,0.7551473996038336,NA,523,N,N,<0.2,0.1-0.2,1,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT588,1,NA,NA,NA,328 Manor Farm Alt Pond,328 Manor Farm alt pond,0,328,Manor Farm Alt Pond,Freshwater Habitats Trust,HW,NA,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,1,Positive,328,NA,1,Hannah,TL0664,TL0674964592,506749,264592,1,Positive,FALSE,FALSE,NA,Positive,1,333,1,2,15,3,4,4,3,40,0.7782309809027389,NA,328,N,N,<0.2,0.5 to 1,1,0.1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60470,0,0,0,0,0,0,0,0,0,0,0,0
FHT589,1,2017/06/13 00:00:00,2017/06/13 00:00:00,MATCH,316 Santa Pod Raceway,316 Santa Pod raceway,0,316,Santa Pod Raceway,Freshwater Habitats Trust,HW,2017/06/13 11:50:00,2017/07/03 00:00:00,6,No,No,Yes,Yes,NA,2017/07/04 00:00:00,10,0,Negative,316,NA,1,Hannah,SP9661,SP9661061125,496610,261125,0,Negative,FALSE,TRUE,NA,Negative,1,242,1,2,25,3,4,3,2,1,0.6309385394294327,NA,316,N,N,0.2-0.5,0.5-1,1,0.35,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT590,NA,NA,NA,NA,436 Duck End Pond 2,436 Duck End Pond 2,0,436,Duck End Pond 2,Freshwater Habitats Trust,HW,NA,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/27 00:00:00,0,2,Positive,436,1,NA,Hannah,TL0544,TL05934414,505930,244140,2,Positive,FALSE,FALSE,Positive,NA,1,53,2,4,0,3,4,17,3,80,0.7631457329822497,NA,436,N,N,<0.2,<0.02,2,0.1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT606,1,2017/05/24 00:00:00,2017/05/24 00:00:00,MATCH,124 Berry Wood Pond,124 Berry Wood Pond,0,124,Berry Wood Pond,Freshwater Habitats Trust,HJ,2017/05/24 16:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,2,Positive,124,1,NA,Hanna,TL0043,TL00564382,500560,243820,2,Positive,FALSE,FALSE,Positive,NA,1,80,1,4,0,2,3,3,4,85,0.7443298961301592,NA,124,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT610,1,2017/05/24 00:00:00,2017/05/24 00:00:00,MATCH,499 Beancroft Farm Pond,499 Beancroft Farm Pond,0,499,Beancroft Farm Pond,Freshwater Habitats Trust,HJ,2017/05/24 17:30:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,0,Negative,499,NA,1,Hanna,SP9942,SP99074201,499070,242010,0,Negative,FALSE,TRUE,NA,Negative,1,360,2,3,40,2,2,8,3,30,0.7277777330101942,NA,499,N,N,0.2-0.5,0.5-1,1,0.35,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT629,1,2017/06/15 00:00:00,2017/06/15 00:00:00,MATCH,101 Mannings Farm Pond,101 Mannings Farm Pond,0,101,Mannings Farm Pond,Freshwater Habitats Trust,HJ,2017/06/15 05:00:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/29 00:00:00,12,0,Negative,101,1,NA,Hanna,SP8548,SP85004860,485000,248600,0,Negative,FALSE,TRUE,Negative,NA,1,580,1,3,20,2,2,2,2,70,0.6892523704817324,NA,101,N,N,5.-10,0.02-0.05,1,7.5,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT633,NA,2017/06/16 00:00:00,2017/06/16 00:00:00,MATCH,413 Dunton Lane Pond,413 Dunton Lane Pond,0,413,Dunton Lane Pond,Freshwater Habitats Trust,HJ,NA,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/30 00:00:00,12,0,Negative,413,NA,1,Hanna,TL2143,TL21214384,521210,243840,0,Negative,FALSE,TRUE,NA,Negative,1,6500,4,3,80,3,4,7,3,98,0.35650694954651374,NA,410,N,N,<0.2,0.02-0.05,2,0.1,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT662,NA,2017/06/29 00:00:00,2017/06/29 00:00:00,MATCH,Drovers Cottage,Drovers Cottage,0,NA,Drovers Cottage,Freshwater Habitats Trust,PN,2017/06/29 13:00:00,2017/07/03 00:00:00,6,No,No,Yes,No,several tubes missing 1-2 ml,2017/07/04 00:00:00,11,0,Negative,NA,NA,1,PN,SU7192,SU7169992916,471699,192916,0,Negative,FALSE,TRUE,NA,Negative,1,10,1,4,30,3,4,3,3,50,0.7105450547361134,NA,DROV,N,N,<0.2,<0.02,2,0.1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT705,1,2017/06/23 00:00:00,2017/06/23 00:00:00,MATCH,TWYFORD EAST 893B,Twyford East 893B,0,NA,TWYFORD EAST 893B,Freshwater Habitats Trust,PJW,2017/06/23 18:12:00,2017/07/12 00:00:00,6,No,No,Yes,Yes,NA,2017/07/17 00:00:00,12,0,Negative,NA,NA,1,PJW,SP6626,SP6687026320,466870,226320,0,Negative,FALSE,TRUE,NA,Negative,1,380,3,3,5,2,2,>12,3,10,0.6565729112091631,NA,893B,N,N,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,2259,0,0,0,0,0,0,0,42890,0,0,0,0,1088,0,0,0,730,0,0,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT711,NA,2017/06/22 00:00:00,2017/06/22 00:00:00,MATCH,Hill Farm Upper Sample 2,Hill Farm Upper Sample 2,0,NA,Hill Farm Upper Sample 2,Freshwater Habitats Trust,JB,2017/06/22 16:30:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/30 00:00:00,12,0,Negative,NA,1,NA,JB,SU5692,SU5626092546,456260,192546,0,Negative,FALSE,TRUE,Negative,NA,1,282,2,1,10,2,3,8,3,10,0.48091099775937046,NA,HIL2,Y,Y,2-5,1+,0,3.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT717,1,2017/06/22 00:00:00,2017/06/22 00:00:00,MATCH,Ruskin Special 2,Ruskin Special 2,0,NA,Ruskin Special 2,Freshwater Habitats Trust,JB,2017/06/22 13:30:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,1,0,Inconclusive,NA,NA,1,JB,SP5407,SP5435207895,454352,207895,0,Inconclusive,FALSE,FALSE,NA,Inconclusive,1,100,2,2,100,3,4,1,3,0,0.4898793403109734,NA,RUS2,Y,Y,n/a,n/a,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT720,1,2017/06/21 00:00:00,2017/06/21 00:00:00,MATCH,Ox. Botanic Garden 3,Ox. Botanic Garden 3,0,NA,Ox. Botanic Garden 3,Freshwater Habitats Trust,JB,2017/06/21 14:00:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,0,Negative,NA,NA,1,JB,SP5206,SP5200206021,452002,206021,0,Negative,FALSE,TRUE,NA,Negative,1,50,1,3,0,2,1,2,3,75,0.4142695005141633,NA,BOT3,N,N,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,376522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10644,0,0,0,72737,0,0,3000,2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT742,1,2017/06/02 00:00:00,2017/06/02 00:00:00,MATCH,"267 Hills Quarry, Faringdon","267 Hills Quarry, Faringdon",0,267,"Hills Quarry, Faringdon",Freshwater Habitats Trust,IS,NA,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/08 00:00:00,12,0,Negative,267,NA,1,Ian,SU3195,SU3112595017,431125,195017,0,Negative,FALSE,TRUE,NA,Negative,1,0,1,2.5,95,3,4,2,3.5,5,0.2332943652235546,NA,266,N,N,0.2-0.5,0.02-0.05,2,0.35,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT765,1,2017/06/26 00:00:00,2017/06/26 00:00:00,MATCH,The Gizzel,The Gizzel,0,NA,The Gizzel,Freshwater Habitats Trust,PN,2017/06/26 09:13:00,2017/07/03 00:00:00,6,No,No,Yes,No,NA,2017/07/10 00:00:00,10,0,Negative,NA,NA,1,PN,SP5801,SP5816801992,458168,201992,0,Negative,FALSE,TRUE,NA,Negative,1,200,1,2,25,2,2,6,3,25,0.6289038705016003,NA,GIZZ,N,Y,2-5,<0.02,1,3.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT856,1,2017/06/22 00:00:00,2017/06/22 00:00:00,MATCH,Hill Farm Upper Sample 3,Hill Farm Upper sample 3,0,NA,Hill Farm Upper Sample 3,Freshwater Habitats Trust,Jeremy,2017/06/22 16:30:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/29 00:00:00,12,0,Negative,NA,1,NA,Jeremy,SU5692,SU5626092546,456260,192546,0,Negative,FALSE,TRUE,Negative,NA,1,282,2,1,10,2,3,8,3,10,0.48091099775937046,NA,HIL3,Y,Y,2-5,1+,0,3.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT863,1,2017/06/21 00:00:00,2017/06/21 00:00:00,MATCH,Ox. Botanic Garden 2,Ox. Botanic Garden 2,0,NA,Ox. Botanic Garden 2,Freshwater Habitats Trust,Jeremy,2017/06/21 14:00:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/29 00:00:00,12,0,Negative,NA,NA,1,Jeremy,SP5206,SP5200206021,452002,206021,0,Negative,FALSE,TRUE,NA,Negative,1,50,1,3,0,2,1,2,3,75,0.4142695005141633,NA,BOT2,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,535603,0,0,0,0,0,0,0,0,0,0,0,0,151,0,50267,0,0,0,111503,0,0,3930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT868,1,2017/06/22 00:00:00,2017/06/22 00:00:00,MATCH,Ruskin Special 1,Ruskin Special 1,0,NA,Ruskin Special 1,Freshwater Habitats Trust,Jeremy,2017/06/22 18:30:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/29 00:00:00,12,0,Negative,NA,NA,1,Jeremy,SP5407,SP5435207895,454352,207895,0,Negative,FALSE,TRUE,NA,Negative,1,100,2,2,100,3,4,1,3,0,0.4898793403109734,NA,Rus,Y,Y,n/a,n/a,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT903,1,2017/06/15 00:00:00,2017/06/15 00:00:00,MATCH,209,209,0,209,NA,Freshwater Habitats Trust,Iain Naismith,2017/06/15 13:15:00,2017/06/23 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,1,Positive,209,1,NA,Iain,SP8326,SP8318326824,483183,226824,1,Positive,FALSE,FALSE,Positive,NA,1,330.65,1,4,10,2,3,20,4,10,0.7982456237703132,NA,209,Y,Y,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444403,0,0,0,40566,0,0,20531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT917,1,2017/06/14 00:00:00,2017/06/14 00:00:00,MATCH,474,474,0,474,NA,Freshwater Habitats Trust,Iain Naismith,2017/06/14 11:30:00,2017/06/23 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,0,Negative,474,1,NA,Iain,SP8046,SP8049346884,480493,246884,0,Negative,FALSE,TRUE,Negative,NA,1,60,3,4,0,3,3,5,2,80,0.6795653625775276,NA,474,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT919,1,2017/06/15 00:00:00,2017/06/15 00:00:00,MATCH,509,509,0,509,NA,Freshwater Habitats Trust,Iain Naismith,2017/06/15 12:30:00,2017/06/23 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,12,Positive,509,1,NA,Iain,SP8326,SP8316426735,483164,226735,12,Positive,FALSE,FALSE,Positive,NA,1,113.11199999999999,1,4,50,2,3,20,4,20,0.7418741057184582,NA,509,Y,Y,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132655,0,0,0,2884,0,0,0,23096,10069,0,48802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT920,1,2017/06/15 00:00:00,2017/06/15 00:00:00,MATCH,416,416,0,416,NA,Freshwater Habitats Trust,Iain Naismith,2017/06/15 14:30:00,2017/06/22 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,1,Positive,416,NA,1,Iain,SP8524,SP8586424528,485864,224528,1,Positive,FALSE,FALSE,NA,Positive,1,880,1,4,5,2,1,3,3,10,0.5049155075513887,NA,416,Y,Y,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,82430,77570,0,0,0,0,0,0,0,0,3879,0,20192,0,0,18516,0,0,0,13499,0,0,0,0,0,0,25385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT921,1,2017/06/14 00:00:00,2017/06/14 00:00:00,MATCH,139,139,0,139,NA,Freshwater Habitats Trust,Iain Naismith,2017/06/14 10:30:00,2017/06/22 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,2,Positive,139,1,NA,Iain,SP8046,SP8050246696,480502,246696,1,Positive,FALSE,FALSE,Positive,NA,1,201.08799999999999,1,4,40,3,3,5,2,50,0.7553886995033761,NA,139,N,N,<0.2,0.1-0.2,1,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14967,0,0,0,0,0,0,0,5020,0,0,214381,0,0,0,0,131047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT923,NA,2017/06/15 00:00:00,2017/06/15 00:00:00,MATCH,16,16,0,16,NA,Freshwater Habitats Trust,Iain Naismith,2017/06/15 16:45:00,2017/06/23 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,0,Negative,16,1,NA,Iain,TL0129,TL0114429184,501144,229184,0,Negative,FALSE,TRUE,Negative,NA,1,625,1,2,40,2,1,0,2,10,0.2766562706540396,NA,16,Y,N,<0.2,<0.02,2,0.1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT926,1,2017/06/14 00:00:00,2017/06/14 00:00:00,MATCH,181,181,0,181,NA,Freshwater Habitats Trust,Iain Naismith,2017/06/14 14:06:00,2017/06/23 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,0,Negative,181,1,NA,Iain,SP8940,SP8941140908,489411,240908,0,Negative,FALSE,TRUE,Negative,NA,1,113.11199999999999,4,3,40,3,3,6,4,20,0.5955331782539096,NA,181,N,N,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT955,1,2017/06/22 00:00:00,2017/06/22 00:00:00,MATCH,Heyford Large,Heyford Large,0,NA,Heyford Large,Freshwater Habitats Trust,PN,2017/06/22 09:55:00,2017/07/03 00:00:00,6,No,No,Yes,No,NA,2017/07/10 00:00:00,12,0,Negative,NA,NA,1,PN,SP5202,SP5295602185,452956,202185,0,Negative,FALSE,TRUE,NA,Negative,1,120,2,3,0,3,3,5,4,80,0.7994316199608361,NA,HEY,N,N,<0.2,0.1-0.2,1,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307702,0,346270,251987,0,623,0,0,0,0,0,0,0,0,0,0,1040,538,0,0,0,0,0,0,0,0,581,0,0,756,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT960,1,2017/06/26 00:00:00,2017/06/26 00:00:00,MATCH,Spindleberry,Spindleberry,0,NA,Spindleberry,Freshwater Habitats Trust,PN,2017/06/26 09:54:00,2017/07/03 00:00:00,6,No,No,Yes,No,NA,2017/07/06 00:00:00,12,0,Negative,NA,NA,1,PN,SP5502,SP5521602430,455216,202430,0,Negative,FALSE,TRUE,NA,Negative,1,181.33500000000001,1,1,5,1,1,1,3,15,0.17598348448047865,NA,SPIN,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,12822,0,0,0,0,0,0,0,0,0,30200,0,0,108074,0,0,0,0,0,18242,0,0,0,4793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT1048,NA,2017/06/14 00:00:00,2017/06/14 00:00:00,MATCH,98 High Farm GCN Pond,98 High Farm GCN Pond,0,98,High Farm GCN Pond,Freshwater Habitats Trust,HW,2017/06/14 10:40:00,2017/07/03 00:00:00,6,No,No,Yes,Yes,NA,2017/07/04 00:00:00,12,3,Positive,98,1,NA,Hannah,TL0954,TL09285431,509280,254310,3,Positive,FALSE,FALSE,Positive,NA,1,122,1,4,30,3,4,10,4,10,0.7860030855966228,NA,98,N,N,<0.2,0.02-0.05,2,0.1,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
